tanggal,beras,beras_kb1,beras_kb2,beras_km1,beras_km2,beras_ks1,beras_ks2,daging_ayam,daging_ayam_rs,daging_sapi,daging_sapi_k1,daging_sapi_k2,telur_ayam,telur_ayam_rs,bawang_merah,bawang_merah_sedang,bawang_putih,bawang_putih_sedang,cabai_merah,cabai_merah_besar,cabai_merah_keriting,cabai_rawit,cabai_rawit_hijau,cabai_rawit_merah,minyak_goreng,minyak_goreng_curah,minyak_goreng_merk1,minyak_goreng_merk2,gula_pasir,gula_pasir_premium,gula_pasir_lokal
16/ 07/ 2019,"11,700","10,650","10,250","11,800","11,600","13,050","12,650","36,350","36,350","117,650","121,000","112,600","24,700","24,700","34,350","34,350","37,350","37,350","60,150","58,150","60,750","61,000","57,350","63,100","13,100","11,150","14,300","13,600","13,850","15,000","13,000"
17/ 07/ 2019,"11,700","10,650","10,250","11,800","11,600","13,050","12,650","36,500","36,500","117,750","121,100","112,650","24,700","24,700","34,250","34,250","37,150","37,150","59,650","57,600","60,600","61,250","57,700","63,950","13,100","11,150","14,300","13,600","13,850","15,000","13,000"
18/ 07/ 2019,"11,700","10,650","10,250","11,800","11,600","13,050","12,650","36,500","36,500","117,700","121,200","112,750","24,750","24,750","33,950","33,950","36,900","36,900","59,350","57,750","60,000","62,000","58,350","65,050","13,100","11,150","14,300","13,600","13,850","15,000","13,000"
19/ 07/ 2019,"11,750","10,700","10,300","11,850","11,650","13,100","12,700","36,700","36,700","117,950","121,550","112,850","24,800","24,800","33,850","33,850","36,950","36,950","59,850","58,200","60,650","63,100","58,350","67,050","13,100","11,150","14,300","13,600","13,850","15,000","13,000"
22/ 07/ 2019,"11,700","10,650","10,250","11,800","11,600","13,050","12,600","35,850","35,850","117,800","121,300","112,800","24,750","24,750","33,400","33,400","36,650","36,650","59,150","56,500","60,500","63,450","58,850","68,400","13,100","11,150","14,300","13,600","13,850","15,000","12,950"
23/ 07/ 2019,"11,750","10,650","10,250","11,850","11,600","13,100","12,650","35,400","35,400","118,050","121,450","113,100","24,850","24,850","33,400","33,400","36,750","36,750","58,900","56,300","60,250","64,150","59,900","68,700","13,100","11,150","14,300","13,550","13,850","15,000","12,950"
24/ 07/ 2019,"11,700","10,650","10,250","11,850","11,600","13,050","12,650","35,100","35,100","117,950","121,450","112,950","24,900","24,900","33,000","33,000","36,300","36,300","58,750","56,600","60,150","64,850","60,500","70,400","13,100","11,100","14,350","13,550","13,850","15,000","12,950"
25/ 07/ 2019,"11,750","10,650","10,250","11,850","11,600","13,100","12,650","34,900","34,900","117,750","121,350","112,900","25,050","25,050","32,650","32,650","36,250","36,250","58,500","56,650","59,800","65,000","60,600","70,250","13,100","11,100","14,300","13,550","13,800","15,000","12,950"
26/ 07/ 2019,"11,700","10,650","10,300","11,800","11,600","13,050","12,600","35,200","35,200","117,950","121,450","112,900","25,000","25,000","32,800","32,800","36,200","36,200","58,150","56,100","59,400","64,800","59,800","70,600","13,100","11,100","14,300","13,600","13,800","15,000","12,950"
29/ 07/ 2019,"11,700","10,650","10,250","11,800","11,600","13,050","12,600","34,450","34,450","117,750","121,250","112,650","24,900","24,900","31,900","31,900","35,800","35,800","57,650","55,450","59,250","68,400","61,500","75,650","13,100","11,100","14,300","13,600","13,800","15,000","12,950"
30/ 07/ 2019,"11,700","10,650","10,250","11,800","11,600","13,050","12,600","34,100","34,100","117,650","121,250","112,400","24,950","24,950","31,600","31,600","35,650","35,650","57,350","55,100","59,100","69,000","61,650","76,850","13,100","11,100","14,300","13,600","13,800","15,000","12,900"
31/ 07/ 2019,"11,700","10,650","10,250","11,800","11,600","13,050","12,600","33,950","33,950","117,800","121,200","112,600","24,950","24,950","31,700","31,700","35,500","35,500","57,600","55,450","59,200","68,950","61,300","77,100","13,100","11,100","14,300","13,600","13,800","15,000","12,900"
01/ 08/ 2019,"11,700","10,600","10,250","11,800","11,600","13,000","12,600","33,850","33,850","117,750","121,250","112,650","24,950","24,950","31,450","31,450","35,250","35,250","57,300","55,150","58,950","69,000","61,450","77,350","13,100","11,100","14,300","13,600","13,800","15,000","12,900"
02/ 08/ 2019,"11,700","10,650","10,250","11,800","11,600","13,000","12,600","33,600","33,600","117,750","121,300","112,650","24,950","24,950","31,350","31,350","35,250","35,250","57,600","55,450","59,200","68,750","61,250","76,900","13,100","11,100","14,300","13,600","13,800","15,000","12,900"
05/ 08/ 2019,"11,700","10,650","10,250","11,800","11,600","13,000","12,600","33,500","33,500","117,750","121,350","112,450","24,900","24,900","30,800","30,800","34,800","34,800","60,300","58,400","61,950","69,200","61,050","77,950","13,100","11,100","14,300","13,600","13,800","15,000","12,900"
06/ 08/ 2019,"11,700","10,700","10,250","11,800","11,550","13,000","12,600","33,500","33,500","117,800","121,350","112,500","24,900","24,900","30,550","30,550","34,600","34,600","61,600","60,000","63,000","70,100","61,400","79,500","13,100","11,100","14,300","13,600","13,800","15,000","12,900"
07/ 08/ 2019,"11,700","10,650","10,250","11,800","11,600","13,000","12,600","33,600","33,600","117,850","121,400","112,600","24,900","24,900","30,650","30,650","34,800","34,800","63,950","62,150","65,450","70,700","62,300","79,900","13,100","11,150","14,300","13,600","13,800","14,950","12,900"
08/ 08/ 2019,"11,700","10,650","10,250","11,800","11,600","13,050","12,600","33,700","33,700","118,000","121,600","112,700","24,900","24,900","30,350","30,350","34,550","34,550","66,850","64,700","68,400","71,000","62,550","80,000","13,150","11,150","14,400","13,650","13,800","15,000","12,900"
09/ 08/ 2019,"11,700","10,650","10,250","11,800","11,600","13,050","12,600","33,800","33,800","119,050","122,450","114,100","24,900","24,900","30,300","30,300","34,550","34,550","70,650","68,400","72,300","72,300","63,800","81,300","13,150","11,150","14,400","13,650","13,750","14,950","12,900"
12/ 08/ 2019,"11,700","10,650","10,250","11,800","11,600","13,000","12,600","34,150","34,150","119,100","122,350","113,850","24,850","24,850","29,950","29,950","34,600","34,600","72,250","70,300","73,550","73,100","64,150","82,250","13,100","11,150","14,300","13,550","13,750","15,000","12,900"
13/ 08/ 2019,"11,700","10,650","10,250","11,800","11,600","13,000","12,600","33,850","33,850","118,600","122,000","114,050","24,700","24,700","29,700","29,700","34,550","34,550","71,550","69,400","72,850","72,750","63,750","81,900","13,100","11,150","14,300","13,550","13,750","15,000","12,900"
14/ 08/ 2019,"11,750","10,700","10,300","11,850","11,650","13,050","12,650","33,700","33,700","118,800","122,400","113,250","24,800","24,800","29,500","29,500","34,400","34,400","70,750","68,500","72,300","73,400","63,950","82,600","13,150","11,200","14,350","13,550","13,750","15,000","12,850"
15/ 08/ 2019,"11,700","10,650","10,250","11,800","11,600","13,000","12,600","33,200","33,200","118,350","121,900","112,900","24,700","24,700","29,350","29,350","34,150","34,150","69,600","68,500","70,850","72,350","64,050","80,250","13,100","11,200","14,300","13,550","13,750","15,000","12,900"
16/ 08/ 2019,"11,750","10,700","10,300","11,850","11,650","13,050","12,650","33,050","33,050","118,650","122,350","113,050","24,850","24,850","29,300","29,300","34,100","34,100","68,050","66,900","69,700","71,300","62,850","79,000","13,150","11,250","14,300","13,550","13,750","15,000","12,850"
19/ 08/ 2019,"11,700","10,650","10,250","11,800","11,600","13,000","12,600","32,100","32,100","118,200","121,800","112,550","24,600","24,600","28,400","28,400","33,850","33,850","63,450","60,800","65,500","66,700","59,400","73,700","13,150","11,250","14,300","13,550","13,800","14,950","12,900"
20/ 08/ 2019,"11,700","10,700","10,300","11,850","11,600","13,050","12,600","31,900","31,900","118,250","121,850","112,450","25,000","25,000","28,400","28,400","34,000","34,000","62,300","59,450","64,450","65,650","58,150","72,800","13,150","11,300","14,250","13,550","13,800","14,950","12,850"
21/ 08/ 2019,"11,700","10,750","10,300","11,850","11,550","13,050","12,600","31,750","31,750","118,200","121,900","112,450","25,000","25,000","27,850","27,850","33,850","33,850","61,200","58,450","63,250","64,250","57,050","71,150","13,150","11,300","14,300","13,500","13,800","15,000","12,900"
22/ 08/ 2019,"11,700","10,600","10,250","11,800","11,600","13,000","12,550","31,650","31,650","118,400","121,700","113,100","24,900","24,900","27,550","27,550","33,650","33,650","60,300","57,350","62,300","63,700","56,650","70,650","13,150","11,300","14,300","13,550","13,750","14,950","12,900"
23/ 08/ 2019,"11,700","10,650","10,250","11,800","11,600","13,000","12,600","31,550","31,550","118,250","121,850","112,600","24,900","24,900","27,300","27,300","33,600","33,600","58,750","55,450","60,750","62,750","55,400","69,950","13,150","11,300","14,300","13,550","13,750","14,950","12,900"
26/ 08/ 2019,"11,700","10,650","10,250","11,800","11,600","13,050","12,600","31,100","31,100","118,200","121,750","112,550","24,950","24,950","26,450","26,450","33,250","33,250","55,750","51,150","58,350","60,850","53,300","68,850","13,150","11,300","14,300","13,550","13,750","14,950","12,850"
27/ 08/ 2019,"11,700","10,650","10,250","11,800","11,600","13,000","12,600","30,800","30,800","118,100","121,750","112,400","24,850","24,850","26,150","26,150","33,250","33,250","55,250","50,550","57,950","60,150","52,600","68,300","13,100","11,200","14,300","13,550","13,750","14,950","12,850"
28/ 08/ 2019,"11,700","10,650","10,250","11,800","11,600","13,000","12,600","30,950","30,950","118,200","121,800","112,550","24,850","24,850","25,950","25,950","33,150","33,150","54,700","49,800","57,350","59,400","52,250","67,150","13,150","11,300","14,300","13,550","13,750","14,950","12,850"
29/ 08/ 2019,"11,700","10,650","10,250","11,800","11,550","13,050","12,600","30,800","30,800","118,200","121,750","112,650","24,850","24,850","25,750","25,750","33,100","33,100","54,400","49,800","57,000","58,600","52,050","66,050","13,150","11,300","14,300","13,550","13,750","14,950","12,850"
30/ 08/ 2019,"11,700","10,700","10,300","11,850","11,550","13,050","12,600","30,750","30,750","118,100","121,750","112,400","24,950","24,950","25,700","25,700","33,150","33,150","53,400","48,300","56,450","57,150","50,450","64,600","13,150","11,300","14,300","13,500","13,750","14,950","12,850"
02/ 09/ 2019,"11,700","10,650","10,250","11,800","11,550","13,050","12,600","30,450","30,450","117,800","121,400","112,650","24,750","24,750","24,800","24,800","32,850","32,850","53,100","48,850","56,200","58,150","50,600","66,750","13,150","11,300","14,300","13,550","13,750","14,900","12,900"
03/ 09/ 2019,"11,700","10,650","10,250","11,800","11,550","13,050","12,600","30,300","30,300","118,250","121,800","112,600","24,750","24,750","24,750","24,750","32,900","32,900","52,150","47,800","55,700","59,000","50,900","67,200","13,150","11,300","14,300","13,550","13,750","14,900","12,900"
04/ 09/ 2019,"11,700","10,650","10,250","11,800","11,600","13,050","12,600","30,100","30,100","118,250","121,800","112,600","24,700","24,700","24,550","24,550","32,750","32,750","51,900","47,250","55,400","59,550","51,300","67,700","13,150","11,300","14,300","13,550","13,700","14,900","12,900"
05/ 09/ 2019,"11,700","10,650","10,250","11,800","11,600","13,050","12,600","30,100","30,100","118,250","121,750","112,600","24,650","24,650","24,300","24,300","32,600","32,600","51,350","47,000","54,600","59,700","51,350","68,050","13,150","11,300","14,300","13,550","13,700","14,900","12,850"
06/ 09/ 2019,"11,700","10,650","10,250","11,800","11,600","13,050","12,600","30,050","30,050","118,250","121,750","112,600","24,600","24,600","24,250","24,250","32,500","32,500","50,650","46,500","53,850","60,100","51,150","68,950","13,150","11,300","14,300","13,550","13,700","14,900","12,850"
09/ 09/ 2019,"11,700","10,600","10,250","11,800","11,600","13,050","12,600","30,400","30,400","118,100","121,700","112,350","24,450","24,450","24,050","24,050","32,600","32,600","49,250","45,700","52,000","60,950","51,200","70,650","13,150","11,300","14,300","13,500","13,700","14,900","12,850"
10/ 09/ 2019,"11,700","10,650","10,250","11,800","11,600","13,050","12,600","30,500","30,500","118,100","121,700","112,350","24,400","24,400","24,000","24,000","32,600","32,600","49,000","45,500","51,600","61,400","51,550","71,400","13,150","11,300","14,300","13,550","13,700","14,900","12,850"
11/ 09/ 2019,"11,700","10,650","10,250","11,800","11,600","13,050","12,600","30,850","30,850","118,000","121,500","112,350","24,400","24,400","24,050","24,050","32,450","32,450","48,350","45,350","50,850","60,250","51,050","70,200","13,150","11,300","14,300","13,550","13,700","14,900","12,850"
12/ 09/ 2019,"11,700","10,650","10,250","11,800","11,550","13,050","12,600","31,050","31,050","118,000","121,500","112,350","24,350","24,350","23,900","23,900","32,400","32,400","47,550","44,700","50,000","60,350","51,350","69,950","13,150","11,300","14,300","13,550","13,700","14,900","12,850"
13/ 09/ 2019,"11,700","10,600","10,250","11,800","11,550","13,050","12,600","31,450","31,450","118,100","121,700","112,400","24,300","24,300","23,750","23,750","32,350","32,350","47,000","44,550","49,400","60,150","51,000","69,850","13,150","11,300","14,300","13,550","13,700","14,900","12,850"
16/ 09/ 2019,"11,700","10,600","10,250","11,750","11,550","13,050","12,600","31,800","31,800","118,100","121,700","112,400","24,150","24,150","23,550","23,550","32,150","32,150","45,700","44,000","47,600","58,950","51,050","68,300","13,100","11,100","14,300","13,500","13,700","14,900","12,850"
17/ 09/ 2019,"11,700","10,650","10,250","11,800","11,550","13,050","12,600","31,900","31,900","118,100","121,700","112,450","24,100","24,100","23,550","23,550","32,150","32,150","45,300","43,700","47,300","58,850","51,100","67,550","13,100","11,100","14,300","13,500","13,700","14,900","12,850"
18/ 09/ 2019,"11,700","10,600","10,250","11,800","11,550","13,050","12,600","32,150","32,150","118,100","121,700","112,400","24,050","24,050","23,450","23,450","32,050","32,050","44,450","43,150","46,400","57,850","50,600","66,150","13,100","11,250","14,300","13,500","13,700","14,900","12,850"
19/ 09/ 2019,"11,700","10,600","10,250","11,800","11,550","13,050","12,600","32,050","32,050","118,100","121,700","112,450","24,000","24,000","23,300","23,300","32,000","32,000","43,450","42,600","45,100","57,750","51,050","65,650","13,100","11,250","14,300","13,500","13,700","14,900","12,850"
20/ 09/ 2019,"11,700","10,600","10,250","11,800","11,550","13,050","12,600","31,850","31,850","118,100","121,700","112,450","23,950","23,950","23,300","23,300","31,900","31,900","43,150","41,850","44,900","57,200","50,350","65,150","13,100","11,250","14,300","13,500","13,700","14,900","12,850"
23/ 09/ 2019,"11,700","10,650","10,300","11,800","11,600","13,050","12,600","31,800","31,800","117,950","121,750","111,750","23,950","23,950","23,100","23,100","31,850","31,850","43,150","41,950","44,600","56,000","49,700","63,200","13,100","11,250","14,250","13,500","13,700","14,900","12,850"
24/ 09/ 2019,"11,700","10,650","10,250","11,800","11,600","13,050","12,600","31,750","31,750","118,200","121,750","112,650","23,850","23,850","23,150","23,150","31,750","31,750","43,200","41,900","44,450","55,450","49,350","62,300","13,150","11,250","14,400","13,600","13,700","14,900","12,850"
25/ 09/ 2019,"11,700","10,650","10,300","11,800","11,600","13,050","12,600","31,600","31,600","118,100","121,750","112,400","23,750","23,750","23,150","23,150","31,800","31,800","42,950","42,000","44,250","55,100","49,500","61,850","13,150","11,300","14,350","13,600","13,700","14,850","12,850"
26/ 09/ 2019,"11,700","10,650","10,300","11,800","11,600","13,050","12,600","31,650","31,650","118,200","121,750","112,550","23,700","23,700","23,050","23,050","31,600","31,600","42,850","41,650","44,050","54,750","49,250","61,700","13,150","11,250","14,400","13,600","13,700","14,900","12,850"
27/ 09/ 2019,"11,750","10,650","10,300","11,800","11,600","13,050","12,600","31,500","31,500","118,200","121,700","112,600","23,700","23,700","22,950","22,950","31,600","31,600","42,650","41,400","44,000","54,600","49,150","61,300","13,150","11,300","14,400","13,600","13,700","14,900","12,850"
30/ 09/ 2019,"11,700","10,650","10,300","11,800","11,600","13,050","12,600","31,550","31,550","118,000","121,600","112,300","23,700","23,700","22,800","22,800","31,650","31,650","42,850","41,700","44,100","54,450","48,750","61,550","13,100","11,250","14,300","13,500","13,700","14,850","12,850"
01/ 10/ 2019,"11,700","10,650","10,300","11,800","11,600","13,050","12,600","31,750","31,750","118,000","121,600","112,300","23,650","23,650","22,800","22,800","31,450","31,450","42,750","42,100","43,900","54,200","48,650","61,350","13,100","11,200","14,300","13,500","13,700","14,850","12,850"
02/ 10/ 2019,"11,750","10,650","10,300","11,800","11,600","13,050","12,600","32,050","32,050","117,900","121,450","112,300","23,600","23,600","22,800","22,800","31,450","31,450","42,700","41,650","43,950","54,750","49,450","61,250","13,100","11,250","14,300","13,500","13,700","14,850","12,850"
03/ 10/ 2019,"11,750","10,650","10,300","11,800","11,600","13,050","12,600","32,150","32,150","118,050","121,650","112,400","23,500","23,500","22,650","22,650","31,200","31,200","43,000","41,850","44,350","55,400","49,800","62,600","13,100","11,200","14,300","13,500","13,750","14,850","12,900"
04/ 10/ 2019,"11,750","10,650","10,300","11,800","11,600","13,050","12,600","32,300","32,300","118,050","121,650","112,450","23,450","23,450","22,450","22,450","31,250","31,250","42,950","42,000","44,050","55,600","50,100","62,700","13,100","11,200","14,300","13,500","13,750","14,850","12,900"
07/ 10/ 2019,"11,750","10,650","10,300","11,800","11,600","13,050","12,600","32,550","32,550","118,000","121,550","112,550","23,500","23,500","22,650","22,650","31,500","31,500","43,750","42,600","44,600","56,250","50,050","63,700","13,050","11,150","14,300","13,500","13,700","14,850","12,850"
08/ 10/ 2019,"11,750","10,650","10,300","11,800","11,600","13,050","12,650","32,650","32,650","118,150","121,650","112,750","23,450","23,450","22,900","22,900","31,350","31,350","44,350","43,400","44,850","56,400","50,450","63,650","13,050","11,150","14,300","13,500","13,700","14,850","12,850"
09/ 10/ 2019,"11,750","10,650","10,300","11,800","11,600","13,050","12,650","32,800","32,800","118,150","121,650","112,750","23,500","23,500","23,350","23,350","31,400","31,400","44,250","43,050","44,900","55,900","50,550","62,900","13,050","11,150","14,300","13,500","13,750","14,850","12,850"
10/ 10/ 2019,"11,750","10,700","10,300","11,800","11,600","13,050","12,650","32,900","32,900","118,150","121,650","112,750","23,450","23,450","23,600","23,600","31,350","31,350","44,450","43,400","45,000","56,450","51,250","63,350","13,050","11,150","14,300","13,450","13,700","14,850","12,850"
11/ 10/ 2019,"11,750","10,650","10,300","11,800","11,600","13,050","12,650","33,050","33,050","118,100","121,600","112,650","23,450","23,450","23,950","23,950","31,300","31,300","44,900","44,150","45,250","57,300","51,150","64,800","13,050","11,150","14,300","13,500","13,750","14,850","12,850"
14/ 10/ 2019,"11,750","10,700","10,300","11,800","11,600","13,100","12,650","33,550","33,550","118,100","121,600","112,600","23,350","23,350","25,150","25,150","31,200","31,200","46,050","45,900","46,050","56,250","50,300","63,450","13,050","11,150","14,300","13,500","13,750","14,850","12,900"
15/ 10/ 2019,"11,750","10,700","10,300","11,800","11,600","13,100","12,600","33,550","33,550","118,200","121,700","112,800","23,350","23,350","25,500","25,500","31,150","31,150","46,200","46,150","46,150","56,500","51,000","63,150","13,150","11,200","14,400","13,600","13,750","14,850","12,900"
